mission_id,person_id,start_city,end_city,start_date,end_date,event,real_move,travel_type,vehicle_type,is_return_trip,km,parking_cost,hotel_cost,plane_cost,reimbursement,total_cost,nearest_airport,first_name,last_name,home_address,admin_address,admin_city,has_car,car_type_x,car_model,car_capacity,fiscal_hp,car_type_y,co2_per_km,energy_per_km,start_hour,cluster_agnes
87,87,Belfort,Nice,2025-05-07 14:00:00,2025-05-09 20:00:00,Conference,True,car,Peugeot 208,0,239,20,200,0,149,369,,Anouk,Philippe,"36, boulevard Fontaine, 17171 Maryboeuf","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,9.0,diesel,0.155,,14,8
88,88,Besançon,Strasbourg,2025-05-09 17:45:00,2025-05-10 08:30:00,Training,True,plane,,0,788,0,100,120,113,333,Dole-Jura,Emmanuelle,Lefèvre,"830, boulevard Lefort, 82891 Vallée","Université de Franche-Comté, Besançon",Besançon,True,hybrid,Toyota Prius,5.0,4.0,hybrid,0.1,,17,3
89,89,Besançon,Strasbourg,2025-05-02 07:30:00,2025-05-04 09:15:00,Conference,True,car,Fiat Panda,1,745,20,200,0,129,349,,Sylvie,Morel,"593, chemin Juliette Lejeune, 80667 Rey","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Fiat Panda,4.0,8.0,gasoline,0.17,,7,1
90,90,Besançon,Strasbourg,2025-05-05 13:45:00,2025-05-07 09:30:00,Meeting,True,car,,1,774,20,200,0,118,338,,Gilbert,Lopez,"986, boulevard de Roux, 60701 De Oliveira-les-Bains","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,13,1
91,91,Belfort,Toulouse,2025-05-01 09:45:00,2025-05-02 06:15:00,Meeting,True,car,,1,135,10,100,0,111,221,,Élise,Girard,"41, avenue de Bertrand, 78955 Sainte Marcel","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,9,2
92,92,Montbéliard,Dijon,2025-05-04 16:15:00,2025-05-05 13:45:00,Meeting,True,plane,,0,673,0,100,120,149,369,Basel-Mulhouse,Patricia,Henry,"chemin de Diallo, 11838 Bodin-sur-Jacob","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,16,3
93,93,Belfort,Lyon,2025-05-05 07:45:00,2025-05-07 13:30:00,Conference,True,car,,1,142,20,200,0,93,313,,Zoé,Menard,"avenue Gilles Neveu, 97326 Charpentier","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,7,2
94,94,Montbéliard,Marseille,2025-05-10 10:00:00,2025-05-11 20:45:00,Meeting,True,car,Fiat Panda,0,457,10,100,0,126,236,,Thomas,Costa,"1, chemin de Rey, 86560 Lebon","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Fiat Panda,4.0,5.0,gasoline,0.17,,10,5
95,95,Belfort,Nice,2025-05-04 12:15:00,2025-05-07 14:30:00,Conference,True,plane,,1,736,0,300,120,124,544,Basel-Mulhouse,Agnès,Breton,"1, boulevard Germain, 90123 Simon","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,12,1
96,96,Montbéliard,Toulouse,2025-05-04 20:30:00,2025-05-06 14:00:00,Meeting,True,car,Peugeot 208,1,371,20,200,0,87,307,,Alexandre,Mercier,"57, chemin de Hardy, 10760 Morin-sur-Mer","Université de Franche-Comté, Montbéliard",Montbéliard,True,diesel,Peugeot 208,5.0,6.0,diesel,0.155,,20,2
97,97,Montbéliard,Dijon,2025-05-09 10:45:00,2025-05-12 16:30:00,Conference,True,plane,,0,341,0,300,120,148,568,Basel-Mulhouse,Emmanuel,Pelletier,"84, chemin Marguerite Perez, 21899 Fernandes-sur-Collet","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Audi A4,5.0,5.0,gasoline,0.185,,10,8
98,98,Besançon,Strasbourg,2025-05-05 14:30:00,2025-05-08 08:15:00,Training,True,plane,,0,264,0,300,120,89,509,Dole-Jura,Nicolas,Léger,"69, chemin Michel Morvan, 42321 Lefèvre","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Fiat Panda,4.0,4.0,gasoline,0.17,,14,8
99,99,Montbéliard,Marseille,2025-05-07 11:45:00,2025-05-10 18:15:00,Meeting,True,plane,,1,625,0,300,120,95,515,Basel-Mulhouse,Christine,Garcia,"rue de Noël, 23723 Munoz","Université de Franche-Comté, Montbéliard",Montbéliard,True,diesel,Peugeot 208,5.0,9.0,diesel,0.155,,11,1
100,100,Montbéliard,Dijon,2025-05-03 09:15:00,2025-05-05 08:00:00,Conference,True,car,,0,518,20,200,0,63,283,,Philippe,Legendre,"5, boulevard de Baudry, 56472 Mace-sur-Guillot","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,9,5
101,101,Besançon,Strasbourg,2025-05-01 17:15:00,2025-05-02 19:45:00,Training,True,car,Toyota Prius,0,220,10,100,0,111,221,,Margot,Guillon,"677, rue Valérie Blin, 30704 Peltier-sur-Mer","Université de Franche-Comté, Besançon",Besançon,True,hybrid,Toyota Prius,5.0,10.0,hybrid,0.1,,17,5
102,102,Besançon,Marseille,2025-05-03 18:00:00,2025-05-06 08:15:00,Conference,True,car,,1,264,30,300,0,61,391,,Sylvie,Berger,"50, chemin Munoz, 21868 Sainte Juliette-les-Bains","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,18,4
103,103,Belfort,Lyon,2025-05-05 12:15:00,2025-05-08 07:00:00,Meeting,True,plane,,0,335,0,300,120,139,559,Basel-Mulhouse,Odette,Gaillard,"boulevard Lucy Tanguy, 12507 Dupontdan","Université de Franche-Comté, Belfort",Belfort,True,hybrid,Toyota Prius,5.0,7.0,hybrid,0.1,,12,0
104,104,Montbéliard,Strasbourg,2025-05-02 07:15:00,2025-05-03 06:30:00,Meeting,True,plane,,1,310,0,100,120,52,272,Basel-Mulhouse,Charles,Moreno,"2, avenue de Becker, 35947 Saint Amélie-la-Forêt","Université de Franche-Comté, Montbéliard",Montbéliard,True,electric,Tesla Model 3,5.0,9.0,electric,0.03,0.15,7,2
105,105,Belfort,Paris,2025-05-08 10:45:00,2025-05-10 18:00:00,Meeting,True,plane,,0,320,0,200,120,95,415,Basel-Mulhouse,Alix,Fernandes,"7, boulevard Brunet, 91743 Laroche","Université de Franche-Comté, Belfort",Belfort,True,electric,Tesla Model 3,5.0,10.0,electric,0.03,0.15,10,0
106,106,Belfort,Paris,2025-05-09 15:45:00,2025-05-11 18:15:00,Training,True,car,,1,380,20,200,0,112,332,,Étienne,Merle,"4, rue Seguin, 07637 Sainte Édithdan","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,15,2
107,107,Belfort,Toulouse,2025-05-06 15:00:00,2025-05-07 12:45:00,Training,True,car,,1,749,10,100,0,50,160,,Virginie,Turpin,"1, chemin de Brun, 73653 Sainte Laure","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,15,1
108,108,Besançon,Nice,2025-05-06 17:15:00,2025-05-09 20:45:00,Conference,True,car,,0,310,30,300,0,54,384,,Stéphanie,Raymond,"4, boulevard Chantal Klein, 33582 Vincent-sur-Lefèvre","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,17,8
109,109,Belfort,Marseille,2025-05-01 12:00:00,2025-05-03 20:00:00,Training,True,plane,,1,456,0,200,120,104,424,Basel-Mulhouse,Grégoire,Marion,"rue de Le Roux, 77877 Laroche","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,12,4
110,110,Besançon,Paris,2025-05-03 10:15:00,2025-05-04 11:00:00,Conference,True,plane,,0,496,0,100,120,60,280,Dole-Jura,Benjamin,Mallet,"25, rue Imbert, 39575 Lemaire","Université de Franche-Comté, Besançon",Besançon,True,hybrid,Toyota Prius,5.0,10.0,hybrid,0.1,,10,5
111,111,Besançon,Dijon,2025-05-11 18:00:00,2025-05-12 12:00:00,Meeting,True,plane,,0,781,0,100,120,129,349,Dole-Jura,Thérèse,Hernandez,"7, chemin de Simon, 66177 Saint Marine","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,18,3
112,112,Besançon,Marseille,2025-05-01 06:15:00,2025-05-03 12:00:00,Meeting,True,plane,,1,116,0,200,120,84,404,Dole-Jura,Josette,Vaillant,"3, avenue de Vaillant, 95603 Hamon","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,6,4
113,113,Belfort,Strasbourg,2025-05-01 19:15:00,2025-05-03 13:45:00,Conference,True,car,,1,614,20,200,0,74,294,,Sylvie,Evrard,"634, boulevard de Adam, 58967 Colas","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,19,1
114,114,Besançon,Marseille,2025-05-01 10:45:00,2025-05-04 20:30:00,Meeting,True,car,Fiat Panda,0,510,30,300,0,110,440,,Aimée,Simon,"91, boulevard Evrard, 25696 Delorme","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Fiat Panda,4.0,10.0,gasoline,0.17,,10,6
115,115,Montbéliard,Strasbourg,2025-05-09 14:15:00,2025-05-11 10:30:00,Conference,True,car,Audi A4,1,295,20,200,0,146,366,,Aimée,Nguyen,"25, rue de Chauvin, 74497 Maillet","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Audi A4,5.0,8.0,gasoline,0.185,,14,4
116,116,Besançon,Paris,2025-05-03 06:15:00,2025-05-06 09:15:00,Meeting,True,plane,,1,652,0,300,120,88,508,Dole-Jura,Xavier,Carlier,"avenue Lambert, 70446 Voisin-sur-Hervé","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Audi A4,5.0,4.0,gasoline,0.185,,6,1
117,117,Montbéliard,Paris,2025-05-07 10:45:00,2025-05-10 15:45:00,Meeting,True,car,Renault Clio,0,152,30,300,0,65,395,,Henriette,Bègue,"881, rue Moreau, 47363 Salmon-sur-Mary","Université de Franche-Comté, Montbéliard",Montbéliard,True,diesel,Renault Clio,5.0,7.0,diesel,0.16,,10,8
118,118,Besançon,Strasbourg,2025-05-09 07:15:00,2025-05-10 18:15:00,Training,True,plane,,1,414,0,100,120,50,270,Dole-Jura,Monique,Guillou,"6, rue de Albert, 42298 Augerboeuf","Université de Franche-Comté, Besançon",Besançon,True,hybrid,Toyota Prius,5.0,5.0,hybrid,0.1,,7,2
119,119,Montbéliard,Paris,2025-05-07 10:00:00,2025-05-10 15:00:00,Meeting,True,plane,,0,249,0,300,120,108,528,Basel-Mulhouse,Céline,Royer,"1, avenue Cécile Gomez, 07861 Diallo-sur-Camus","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,10,8
120,120,Besançon,Marseille,2025-05-03 15:45:00,2025-05-05 19:30:00,Training,True,plane,,0,439,0,200,120,56,376,Dole-Jura,Margot,Pichon,"96, avenue Louise Thomas, 06525 Sainte Tristan-sur-Mer","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,15,6
121,121,Montbéliard,Nice,2025-05-09 06:30:00,2025-05-12 12:00:00,Training,True,plane,,0,335,0,300,120,110,530,Basel-Mulhouse,Amélie,Lemonnier,"39, boulevard de Chauvin, 20548 Adam","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Audi A4,5.0,7.0,gasoline,0.185,,6,8
122,122,Belfort,Dijon,2025-05-01 11:00:00,2025-05-02 08:00:00,Training,True,car,Renault Clio,1,262,10,100,0,77,187,,Gilbert,Hebert,"37, avenue Robert Lebon, 53873 Legendre-sur-Mer","Université de Franche-Comté, Belfort",Belfort,True,diesel,Renault Clio,5.0,4.0,diesel,0.16,,11,2
123,123,Besançon,Paris,2025-05-01 06:00:00,2025-05-02 12:15:00,Meeting,True,car,Peugeot 208,0,402,10,100,0,66,176,,Victoire,Vincent,"9, chemin Fontaine, 74754 Roger-sur-Maréchal","Université de Franche-Comté, Besançon",Besançon,True,diesel,Peugeot 208,5.0,7.0,diesel,0.155,,6,5
124,124,Belfort,Marseille,2025-05-04 13:15:00,2025-05-06 07:00:00,Training,True,car,Fiat Panda,0,270,20,200,0,51,271,,Nathalie,Guillet,"656, rue Isaac Bouchet, 51307 Dufourdan","Université de Franche-Comté, Belfort",Belfort,True,gasoline,Fiat Panda,4.0,7.0,gasoline,0.17,,13,5
125,125,Belfort,Paris,2025-05-11 13:30:00,2025-05-12 17:30:00,Conference,True,car,Toyota Prius,1,425,10,100,0,72,182,,Eugène,Antoine,"64, rue Rémy Coste, 73254 Petit-la-Forêt","Université de Franche-Comté, Belfort",Belfort,True,hybrid,Toyota Prius,5.0,6.0,hybrid,0.1,,13,2
126,126,Belfort,Paris,2025-05-02 17:30:00,2025-05-05 15:00:00,Meeting,True,car,Renault Clio,1,590,30,300,0,70,400,,Arthur,Berthelot,"avenue Richard Cordier, 43513 Buissonnec","Université de Franche-Comté, Belfort",Belfort,True,diesel,Renault Clio,5.0,9.0,diesel,0.16,,17,1
127,127,Belfort,Strasbourg,2025-05-06 10:15:00,2025-05-09 18:45:00,Conference,True,plane,,1,320,0,300,120,143,563,Basel-Mulhouse,Michèle,Masse,"27, chemin de Michel, 46826 Roger","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,10,4
128,128,Montbéliard,Toulouse,2025-05-08 13:00:00,2025-05-09 13:45:00,Conference,True,car,,1,628,10,100,0,100,210,,Agathe,Raynaud,"29, chemin Morvan, 18886 Lambert","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,13,1
129,129,Belfort,Marseille,2025-05-09 18:15:00,2025-05-11 17:00:00,Meeting,True,car,Audi A4,1,340,20,200,0,115,335,,Hortense,Ledoux,"1, rue de Godard, 68685 ReynaudBourg","Université de Franche-Comté, Belfort",Belfort,True,gasoline,Audi A4,5.0,4.0,gasoline,0.185,,18,2
130,130,Belfort,Toulouse,2025-05-01 07:45:00,2025-05-04 06:45:00,Training,True,car,,1,768,30,300,0,101,431,,René,Moreno,"boulevard Jacques, 33991 Grégoire-la-Forêt","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,7,1
131,131,Montbéliard,Strasbourg,2025-05-04 12:00:00,2025-05-07 20:30:00,Meeting,True,car,Toyota Prius,0,214,30,300,0,78,408,,Renée,Gros,"rue Christiane Hoareau, 35855 Lenoirdan","Université de Franche-Comté, Montbéliard",Montbéliard,True,hybrid,Toyota Prius,5.0,5.0,hybrid,0.1,,12,0
132,132,Besançon,Dijon,2025-05-11 11:30:00,2025-05-13 08:15:00,Training,True,plane,,0,794,0,200,120,115,435,Dole-Jura,Michelle,Monnier,"795, avenue Dupont, 85640 Meyer-la-Forêt","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,11,6
133,133,Besançon,Strasbourg,2025-05-07 14:15:00,2025-05-08 16:00:00,Meeting,True,car,,1,416,10,100,0,97,207,,Yves,Delorme,"8, chemin Camille Seguin, 43524 Royer-sur-Mer","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,14,2
134,134,Montbéliard,Lyon,2025-05-08 08:00:00,2025-05-10 07:15:00,Conference,True,plane,,0,727,0,200,120,74,394,Basel-Mulhouse,Aimée,Rousseau,"11, chemin de Toussaint, 83276 Sainte Théophile","Université de Franche-Comté, Montbéliard",Montbéliard,True,diesel,Renault Clio,5.0,5.0,diesel,0.16,,8,3
135,135,Montbéliard,Strasbourg,2025-05-05 15:15:00,2025-05-06 18:15:00,Conference,True,plane,,1,257,0,100,120,129,349,Basel-Mulhouse,Adèle,Baudry,"743, rue de Bernard, 63299 Berthelot-sur-Mer","Université de Franche-Comté, Montbéliard",Montbéliard,True,hybrid,Toyota Prius,5.0,9.0,hybrid,0.1,,15,2
136,136,Belfort,Paris,2025-05-07 15:30:00,2025-05-10 16:45:00,Conference,True,car,,0,647,30,300,0,99,429,,Maggie,Perrin,"880, avenue Inès Jacquet, 72135 Delaunay","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,15,6
137,137,Montbéliard,Nice,2025-05-11 16:15:00,2025-05-14 12:45:00,Meeting,True,plane,,1,263,0,300,120,71,491,Basel-Mulhouse,Nathalie,Blot,"85, rue de Imbert, 44363 Brun","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,16,4
138,138,Belfort,Toulouse,2025-05-03 13:15:00,2025-05-04 07:15:00,Meeting,True,plane,,1,543,0,100,120,71,291,Basel-Mulhouse,Margot,Joubert,"47, boulevard de Lombard, 07775 LeleuVille","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,13,1
139,139,Besançon,Paris,2025-05-04 09:45:00,2025-05-07 18:15:00,Conference,True,car,Fiat Panda,1,262,30,300,0,67,397,,Victor,Berthelot,"311, avenue de Diallo, 19946 Schneider","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Fiat Panda,4.0,9.0,gasoline,0.17,,9,4
140,140,Montbéliard,Nice,2025-05-05 09:30:00,2025-05-06 08:45:00,Meeting,True,car,,0,647,10,100,0,114,224,,Danielle,Ferreira,"482, rue Martin, 85545 Barthelemy-la-Forêt","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,9,3
141,141,Belfort,Lyon,2025-05-06 11:15:00,2025-05-08 12:15:00,Training,True,car,Tesla Model 3,0,353,20,200,0,140,360,,Xavier,Leblanc,"avenue Roussel, 36684 Saint Robert-la-Forêt","Université de Franche-Comté, Belfort",Belfort,True,electric,Tesla Model 3,5.0,9.0,electric,0.03,0.15,11,0
142,142,Besançon,Toulouse,2025-05-01 09:00:00,2025-05-02 06:30:00,Training,True,car,,1,441,10,100,0,99,209,,Édouard,Diallo,"836, rue Aubry, 13661 Rémy","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,9,2
143,143,Besançon,Toulouse,2025-05-06 10:30:00,2025-05-07 09:00:00,Training,True,plane,,1,696,0,100,120,84,304,Dole-Jura,Corinne,Rossi,"74, rue de Petit, 31558 Vasseur","Université de Franche-Comté, Besançon",Besançon,True,electric,Tesla Model 3,5.0,9.0,electric,0.03,0.15,10,7
144,144,Besançon,Paris,2025-05-07 12:15:00,2025-05-10 09:30:00,Training,True,plane,,0,305,0,300,120,79,499,Dole-Jura,Susan,Gauthier,"68, chemin de Barre, 02510 Schneider","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,12,8
145,145,Belfort,Paris,2025-05-07 09:45:00,2025-05-10 17:00:00,Training,True,plane,,1,580,0,300,120,131,551,Basel-Mulhouse,Gérard,Gosselin,"17, rue de Dumont, 52824 Saint Théophile","Université de Franche-Comté, Belfort",Belfort,True,hybrid,Toyota Prius,5.0,9.0,hybrid,0.1,,9,9
146,146,Belfort,Toulouse,2025-05-09 09:45:00,2025-05-12 12:45:00,Meeting,True,car,Toyota Prius,1,137,30,300,0,124,454,,Matthieu,Renard,"775, rue Vaillant, 40445 LeblancVille","Université de Franche-Comté, Belfort",Belfort,True,hybrid,Toyota Prius,5.0,10.0,hybrid,0.1,,9,4
147,147,Belfort,Strasbourg,2025-05-10 09:15:00,2025-05-12 12:30:00,Conference,True,plane,,0,213,0,200,120,52,372,Basel-Mulhouse,Sabine,Perret,"490, avenue de Duhamel, 80334 Garnier","Université de Franche-Comté, Belfort",Belfort,True,gasoline,Fiat Panda,4.0,8.0,gasoline,0.17,,9,8
148,148,Belfort,Marseille,2025-05-09 06:00:00,2025-05-10 06:30:00,Meeting,True,car,,0,156,10,100,0,78,188,,Hugues,Perez,"874, avenue de Valentin, 02978 Leduc","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,6,5
149,149,Montbéliard,Toulouse,2025-05-09 14:00:00,2025-05-11 09:30:00,Conference,True,car,Fiat Panda,0,370,20,200,0,129,349,,Lorraine,Carpentier,"29, boulevard Augustin Letellier, 85301 Vidal","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Fiat Panda,4.0,5.0,gasoline,0.17,,14,8
150,150,Belfort,Nice,2025-05-03 15:45:00,2025-05-05 08:15:00,Meeting,True,plane,,0,267,0,200,120,89,409,Basel-Mulhouse,Danielle,Dupré,"avenue Caroline Laroche, 41321 Leblanc","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,15,8
151,151,Montbéliard,Nice,2025-05-01 12:15:00,2025-05-02 07:00:00,Meeting,True,plane,,1,655,0,100,120,101,321,Basel-Mulhouse,Joseph,Nguyen,"46, avenue de Clerc, 42320 Saint Valentine","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Audi A4,5.0,10.0,gasoline,0.185,,12,1
152,152,Montbéliard,Paris,2025-05-10 13:30:00,2025-05-12 10:15:00,Meeting,True,plane,,0,486,0,200,120,116,436,Basel-Mulhouse,Louise,Mahe,"88, avenue Anouk Mendès, 82703 Saint WilliamBourg","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Fiat Panda,4.0,5.0,gasoline,0.17,,13,6
153,153,Besançon,Nice,2025-05-09 06:30:00,2025-05-10 10:00:00,Training,True,plane,,1,285,0,100,120,89,309,Dole-Jura,Tristan,Turpin,"boulevard Lebon, 78425 Peron","Université de Franche-Comté, Besançon",Besançon,True,diesel,Renault Clio,5.0,7.0,diesel,0.16,,6,2
154,154,Besançon,Marseille,2025-05-10 11:30:00,2025-05-13 16:30:00,Training,True,car,Toyota Prius,0,125,30,300,0,130,460,,Capucine,Lefort,"86, boulevard Margaud Letellier, 97674 Chauveau","Université de Franche-Comté, Besançon",Besançon,True,hybrid,Toyota Prius,5.0,9.0,hybrid,0.1,,11,0
155,155,Belfort,Dijon,2025-05-07 15:30:00,2025-05-08 18:00:00,Training,True,car,Audi A4,0,290,10,100,0,63,173,,Thibaut,Rousset,"47, avenue de Mercier, 80418 Paul","Université de Franche-Comté, Belfort",Belfort,True,gasoline,Audi A4,5.0,8.0,gasoline,0.185,,15,5
156,156,Belfort,Marseille,2025-05-02 13:00:00,2025-05-04 13:30:00,Training,True,plane,,1,123,0,200,120,142,462,Basel-Mulhouse,Susan,Grondin,"2, avenue Marcel Maurice, 30257 Schmitt","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,6.0,diesel,0.155,,13,4
157,157,Besançon,Strasbourg,2025-05-02 17:00:00,2025-05-05 14:00:00,Training,True,car,,1,140,30,300,0,101,431,,Maryse,Bousquet,"85, avenue Rémy, 20462 Gérard-les-Bains","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,17,4
158,158,Montbéliard,Lyon,2025-05-09 07:45:00,2025-05-11 19:15:00,Training,True,car,Audi A4,0,310,20,200,0,105,325,,Auguste,Leroy,"95, boulevard Jacquet, 49997 Delattre","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Audi A4,5.0,10.0,gasoline,0.185,,7,5
159,159,Besançon,Strasbourg,2025-05-06 17:00:00,2025-05-07 20:00:00,Training,True,car,Peugeot 208,1,273,10,100,0,51,161,,Anouk,Muller,"chemin Coulon, 95771 Perrier","Université de Franche-Comté, Besançon",Besançon,True,diesel,Peugeot 208,5.0,9.0,diesel,0.155,,17,2
160,160,Belfort,Strasbourg,2025-05-01 20:45:00,2025-05-02 13:00:00,Meeting,True,plane,,1,677,0,100,120,109,329,Basel-Mulhouse,Jules,Joseph,"58, chemin Christelle Brun, 83408 Lebon","Université de Franche-Comté, Belfort",Belfort,True,gasoline,Fiat Panda,4.0,7.0,gasoline,0.17,,20,1
161,161,Belfort,Toulouse,2025-05-07 20:45:00,2025-05-09 10:00:00,Meeting,True,plane,,0,649,0,200,120,143,463,Basel-Mulhouse,Christophe,Marion,"837, boulevard Valentine Hernandez, 20210 Leclercq","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,20,6
162,162,Besançon,Nice,2025-05-01 20:00:00,2025-05-02 07:15:00,Meeting,True,car,,0,798,10,100,0,116,226,,André,Grenier,"chemin Diane Costa, 51997 Bertrand","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,20,3
163,163,Montbéliard,Lyon,2025-05-11 18:00:00,2025-05-14 13:15:00,Meeting,True,plane,,1,282,0,300,120,83,503,Basel-Mulhouse,Luce,Perrot,"34, chemin Martine Guichard, 03858 Saint Henriette-les-Bains","Université de Franche-Comté, Montbéliard",Montbéliard,True,diesel,Renault Clio,5.0,7.0,diesel,0.16,,18,4
164,164,Belfort,Strasbourg,2025-05-10 06:00:00,2025-05-13 14:15:00,Training,True,car,Peugeot 208,0,343,30,300,0,72,402,,Benjamin,David,"46, boulevard de Martinez, 64104 Chrétien-sur-Jean","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,4.0,diesel,0.155,,6,8
165,165,Belfort,Paris,2025-05-07 18:15:00,2025-05-10 08:00:00,Conference,True,plane,,1,505,0,300,120,73,493,Basel-Mulhouse,Théophile,Hernandez,"509, rue Dumas, 20550 Duhamel-les-Bains","Université de Franche-Comté, Belfort",Belfort,True,diesel,Renault Clio,5.0,9.0,diesel,0.16,,18,1
166,166,Besançon,Dijon,2025-05-05 13:45:00,2025-05-06 12:15:00,Conference,True,car,Peugeot 208,0,331,10,100,0,123,233,,Juliette,Lacombe,"322, boulevard de Valentin, 14164 Sainte Cécile-les-Bains","Université de Franche-Comté, Besançon",Besançon,True,diesel,Peugeot 208,5.0,5.0,diesel,0.155,,13,5
167,167,Besançon,Marseille,2025-05-07 15:00:00,2025-05-10 15:15:00,Meeting,True,plane,,1,781,0,300,120,88,508,Dole-Jura,Louis,Laporte,"448, boulevard de Fernandes, 20606 Meyer","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,15,1
168,168,Belfort,Paris,2025-05-05 07:15:00,2025-05-08 16:15:00,Conference,True,car,Fiat Panda,1,213,30,300,0,114,444,,Aurore,Legros,"23, rue de Buisson, 33404 Leconte-les-Bains","Université de Franche-Comté, Belfort",Belfort,True,gasoline,Fiat Panda,4.0,4.0,gasoline,0.17,,7,4
169,169,Besançon,Nice,2025-05-03 07:45:00,2025-05-05 19:30:00,Training,True,plane,,1,162,0,200,120,55,375,Dole-Jura,Pauline,Masson,"119, rue de Charpentier, 97637 Guérin","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,7,4
170,170,Besançon,Toulouse,2025-05-01 18:45:00,2025-05-03 07:45:00,Training,True,car,Peugeot 208,1,654,20,200,0,147,367,,Simone,Lamy,"2, boulevard David Hamel, 82234 Charpentier-sur-Noël","Université de Franche-Comté, Besançon",Besançon,True,diesel,Peugeot 208,5.0,5.0,diesel,0.155,,18,1
171,171,Besançon,Lyon,2025-05-09 08:00:00,2025-05-12 07:30:00,Conference,True,car,Tesla Model 3,0,370,30,300,0,140,470,,Lucie,Guillot,"62, boulevard Clémence Dumas, 05275 Lemaire","Université de Franche-Comté, Besançon",Besançon,True,electric,Tesla Model 3,5.0,7.0,electric,0.03,0.15,8,0
172,172,Montbéliard,Strasbourg,2025-05-06 16:00:00,2025-05-09 18:00:00,Conference,True,plane,,0,117,0,300,120,96,516,Basel-Mulhouse,René,Boutin,"635, rue de Rocher, 16639 Lesage","Université de Franche-Comté, Montbéliard",Montbéliard,True,diesel,Renault Clio,5.0,9.0,diesel,0.16,,16,8
173,173,Montbéliard,Lyon,2025-05-04 15:00:00,2025-05-05 15:30:00,Training,True,plane,,1,464,0,100,120,75,295,Basel-Mulhouse,Gabrielle,Nguyen,"3, rue Le Gall, 12351 Auger-sur-Pineau","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,15,2
174,174,Besançon,Dijon,2025-05-04 08:15:00,2025-05-07 18:45:00,Conference,True,car,Toyota Prius,1,211,30,300,0,141,471,,Frédérique,Briand,"boulevard Salmon, 78217 Saint Gilbertboeuf","Université de Franche-Comté, Besançon",Besançon,True,hybrid,Toyota Prius,5.0,4.0,hybrid,0.1,,8,4
175,175,Besançon,Strasbourg,2025-05-08 10:30:00,2025-05-09 13:30:00,Training,True,car,Audi A4,0,450,10,100,0,71,181,,Chantal,Lucas,"4, chemin de Faivre, 53463 Boyer","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Audi A4,5.0,6.0,gasoline,0.185,,10,5
